ms,word_7,word_6,word_5,word_4,word_3,word_2,word_1
612,النوروز,موسم,وحل,تاريخه,في,المامون,ابن
614,الي,وغيرها,بالجلود,والتصافع,بالما,التراش,من
614,الاعمال,من,القبطيه,الشهور,ايام,يوافق,ما
628,رحمه,الكاتب,الحسن,بن,علي,الحسن,ابو
628,قد,كانت,اذ,وماتين,واربعين,احدي,سنه
629,علي,وقفا,فلما,وماتين,وسبعين,ست,سنه
629,ثلاث,كهفهم,في,ولبثوا,الكهف,سوره,في
629,اليه,تقربا,سببه,له,وشرح,النقل,هذا
630,اغفل,النقل,كان,وقد,الحسن,ابو,القاضي
630,حدثني,الصابي,المحسن,بن,هلال,الحسين,ابو
630,نقل,المهلبي,محمد,ابو,الوزير,اراد,لما
630,اكتب,خليفته,هشام,ابي,بن,الفرج,لابي
631,في,السلطاني,الكتاب,نسخ,اغفلت,لماذا,له
631,ذلك,تركت,ما,الفرج,ابا,يا,له
631,الله,بمشيه,اذكر,وانا,الحسن,ابو,القاضي
641,احدي,سنه,الي,واربعماه,وتسعين,تسع,سنه
641,وستين,سبع,سنه,متجددات,في,الفاضل,القاضي
641,انشاه,الذي,الكتاب,ونسخه,الحسين,ابو,القاضي
650,الاسلام,منجمو,احتاج,لما,ثم,وخلفاها,القاهره
650,من,بيت,الفسطاط,الجوهري,قال,مصر,فسطاط
650,فسطاط,ان,اعلم,مصر,مدينه,فسطاط,ومنه
651,الاسلام,قبل,الفسطاط,موضع,عليه,كان,ما
652,النصاري,كناس,ذكر,عند,الكتاب,هذا,في
653,ان,اعلم,الشمع,بقصر,يعرف,الذي,الحصن
653,بن,الريان,اسمه,بناه,الذي,ان,الواقدي
654,بخت,بعد,والشام,مصر,وصارت,سعيد,ابن
654,ملوك,احد,طخشاشت,بناه,الذي,ان,غيره
654,الجبار,عبد,بن,نصر,الاسود,ابو,وكان
654,هذا,فعلي,للتعريف,فيه,واللام,الالف,وليست
655,مصر,مدينه,اسم,بالبا,البون,باب,الحازمي
655,اليه,المنسوب,بابليون,هشام,بن,الملك,عبد
655,المعروف,القصر,الفسطاط,ظاهر,في,القضاعي,القاضي
655,ان,في,صريح,تري,كما,فهذا,الملف
655,فسطاط,واما,المعرب,كتاب,في,سعيد,ابن
679,الافق,سدوا,قد,قوما,رايت,ما,تالله
679,جنا,الاخره,وعد,جا,فاذا,تعالي,الله
679,قوله,في,مزاحم,بن,والضحاك,ومجاهد,قتاده
679,الحجر,من,الازد,من,عامتهم,وكان,جميعا
679,يتولي,ممن,وكان,خديج,بن,معاويه,لهم
682,هما,قسمين,علي,الفسطاط,مدينه,وكانت,العسكر
682,الي,مصر,فتحت,حين,من,الفسطاط,امرا
686,ثم,عسل,من,جنودا,لله,ان,عمرو
686,عمرو,يا,غيرك,اردت,ما,والله,اما
686,در,ولله,خارجه,اراد,الله,ولكن,عمرو
687,اخذه,ولده,فابي,فيه,بما,ياخذه,من
687,فبلغ,منهم,اثنين,بين,اجمع,ما,والله
687,عتبه,وليها,ثم,فيه,بما,ناخذه,نحن
687,ببعض,تعذرون,كنتم,قد,مصر,اهل,يا
687,ابيتم,فان,بيده,دراكم,ابيتم,فان,فعل
693,معنا,تقيم,لا,فانك,عنا,اخرج,له
696,الي,وخرجنا,بالعسكر,كنا,يومذ,من,الناس
698,شا,ان,الخطط,هذه,ذكر,وعند,القطاع
698,وغيره,السباع,قناطر,خط,ذكر,وعند,القطاع
698,من,مصر,امرا,من,العسكر,نزل,من
703,وكان,اداه,فعلي,ش,له,ضاع,من
703,فولي,الله,يخاف,ولا,يخافني,رجل,هو
707,الاعواد,هذه,علي,رايت,ما,عفير,ابن
719,من,عظيمه,لهمه,هذه,ان,المدبر,ابن
719,اخري,هذه,الرساله,بلغته,لما,المدبر,ابن
723,علي,وكان,قراطغان,ابن,ابراهيم,مره,له
723,اليك,يده,مد,من,كل,هذا,يا
723,فاحذر,البقره,التعفف,من,اغنيا,الجاهل,يحسبهم
727,في,وللرباط,السباق,لحلبه,الخيل,فيها,تنتج
729,بعد,ايضا,ببغداد,الجمعه,ذهبت,وقد,كاتبه
729,حساب,وبينك,بيني,بقي,هل,خمارويه,له
729,بقي,كسر,فقال,حسابك,انظر,فقال,لا
729,ذكر,سبت,فيه,طومار,ربع,فاخرج,احضروه
729,الطومار,في,فنظرت,المادراني,علي,بن,محمد
730,الف,اربعماه,وهو,الجهاز,من,بقي,كسر
730,القاهره,اسواق,في,اليوم,يعرف,ولا,كاتبه
732,الي,فرسي,علي,اعدوا,اذ,دري,لله
733,فاكفه,اللهم,وقال,المعتمد,من,نيل,ما
735,بايديهم,كتبوه,وابنه,والموفق,المعتمد,ان,فيه
742,ذي,والقصر,الميدان,الي,وانظر,وقفه,قف
742,معتبر,اللب,لذي,الهوا,قبه,في,ان
742,اين,فناديته,به,معتبرا,الميدان,علي,مررت
743,قفر,فابصرته,ضاحيا,بالامس,الميدان,علي,مررت
743,سنه,من,الفطر,عيد,ليله,كانت,لما
743,كتاب,في,النابلسي,عثمان,عمرو,ابو,القاضي
743,عشره,ثنتي,في,الشعرا,اسما,كانت,فاذا
743,النبراس,كتاب,في,دحيه,بن,الخطاب,ابو
743,خراب,بعد,الامرا,من,مصر,ولي,من
751,كثره,من,الفسطاط,مدينه,عليه,كانت,ما
751,ان,سعد,بن,الليث,عن,يونس,ابن
751,سلمه,ابو,له,فقال,الرطل,افلس,باربعه
751,في,ومر,سلمه,ابو,منه,فاخذ,نعم
751,ثم,فلوسا,اصرفه,قال,ثم,بدينار,بعثني
751,اسعد,بن,محمد,الله,عبد,ابو,الشريف
752,سته,المساجد,من,الفسطاط,مصر,في,كان
752,سلامه,بن,محمد,الله,عبد,ابو,القاضي
752,صرف,لما,انه,عبيد,ابي,القاضي,عن
752,دينار,خمسماه,اليه,دفع,انه,القضاعي,غير
752,الطحاوي,جعفر,ابي,الي,اهدي,انه,ويقال
753,بن,موسي,المهاجر,ابي,بن,الحسن,ان
753,ذكره,الذي,غير,مال,لابيك,بقي,قد
753,المادراني,علي,بن,محمد,بكر,ابي,عن
753,اشتري,ان,خمارويه,الجيش,ابو,الي,بعث
753,حل,في,المعرب,كتاب,في,سعيد,ابن
754,من,حمام,الشرقيه,جهته,في,بالفسطاط,وكان
754,احمد,بن,خمارويه,زمن,في,دخلتها,الراوي
754,بها,يخدمني,من,لعدم,ادخله,ولم,فخرجت
754,جامع,الي,الله,عبد,مسجد,من,عددت
755,الرصاص,بني,زقاق,فيه,بني,السفافير,ودرب
755,ولما,المادرانيين,سيره,كتاب,في,زولاق,ابن
755,بمشتول,ولي,وافي,قد,منسا,الاستاذ,ان
755,ندفعه,حتي,لك,كم,للدقاق,مونس,كاتب
755,في,يكون,ان,يرضي,الاستاذ,احسب,ما
755,الرجل,يبرح,لا,حسين,خبز,اكل,انا
755,الذي,الشهر,هذا,الا,اجيبك,لا,والله
755,واعمل,المستقبل,في,بالوظيفه,له,قم,الدقاق
755,واربعماه,الحساب,ومعي,القمح,فرغ,وقد,فجته
755,فقال,القمح,ذلك,بقيه,فقلت,هذا,ايش
755,المادراني,علي,بن,محمد,بكر,ابي,عن
756,محمد,مني,اخذ,عطلته,في,وهو,مره
756,عليه,اوقفه,وانا,اكثر,اخذ,الذي,ابنه
756,مرات,ثلاث,نكتب,اليس,مولاي,يا,لابيه
756,كذلك,قال,وعين,وعرض,قال,منها,قريب
756,محمد,الله,عبد,ابا,ان,الجواني,الشريف
756,علي,عمل,وكان,له,افطن,الجلسا,لاحد
757,بن,احمد,بن,الرحمن,عبد,سعيد,ابو
757,سوق,في,ابي,كان,اخبرك,انا,لي
757,فقلت,الليل,من,رايتها,وقت,اي,لي
757,بدنانير,الا,افسرها,لست,ريا,هذه,لي
757,وزنت,علينا,قربت,ان,عقيل,ابن,استاذي
757,العود,ثمن,من,اقل,اخذ,لا,والله
757,دفعت,الريا,صحت,ان,عقيل,ابن,له
757,دينار,الف,اليوم,هذا,مثل,ياخذ,له
757,يكون,فقال,هذا,يصح,لم,فاذا,استاذي
757,فلما,الجمعه,ومضت,انصفت,قد,استاذي,له
757,الي,يصير,ان,يمكن,اين,ومن,لي
758,يا,لا,فقلت,عقيل,ابن,انت,لي
758,قال,بلي,قلت,الخشب,قيمه,تبصر,افليس
758,فقلت,ففزعت,امرتك,كما,الخشب,قومت,لي
758,فقال,دينار,الفا,فقلت,قومته,كم,هات
758,انا,فقلت,دينار,بالفي,انت,فخذه,لي
758,قال,بلي,فقلت,وتبيعه,تدبيره,تحسن,الست
759,انتم,وتسلموه,ربحه,هذا,اعطوا,لبعض,بعضهم
759,لا,فقلت,دينار,خمسماه,ربحه,اعطوه,قال
759,نعم,فقلت,منهم,دينار,الف,قبضت,لي
759,انت,شيا,منك,اخذ,لا,والله,لا
760,قثاه,شبرت,السنن,كتاب,في,داود,ابو
760,سنان,بني,جنان,في,كان,هذا,ان
762,مصر,لاهل,فويل,البربر,من,عنق,يخرج
762,مولي,عن,الاسود,ابي,عن,لهيعه,ابن
762,مصر,لك,ايها,فقال,واستقبلنا,يوما,سمعته
762,عبد,وعن,حرقا,او,غرقا,مصر,تهلك
762,فتحت,قد,الاسكندريه,ان,بلغك,اذا,لابنته
762,ابن,عن,عكرمه,عن,حيان,بن,مقاتل
762,الارض,الي,الجنه,من,تعالي,الله,انزل
762,الحضرمي,عامر,بن,عقبه,عن,لهيعه,ابن
762,الليث,وقال,انطابلس,خرابا,مصر,اول,ان
763,من,فيها,تخرجون,التي,السنه,لاعلم,اني
763,ابا,يا,منها,يخرجنا,ما,له,فقلت
763,يغور,هذا,نيلكم,منها,يخرجكم,ولكن,لا
763,مصر,فسطاط,مدينه,لخراب,وكان,الفسطاط,خراب
767,عند,القاهره,اخبار,في,ذلك,من,طرف
767,فيه,هم,ما,الاجناد,فاضطر,القصر,خزان
768,ان,الدوله,ناصر,يكفي,ما,للرسول,المستنصر
768,في,النسابه,الجواني,اسعد,بن,محمد,الشريف
773,قال,مصر,فسطاط,مدينه,في,قيل,ما
774,الازقه,ضيقه,فرايتها,مدينه,دخلت,اذا,روفس
775,الكبري,المدينه,هذه,اهل,ان,البين,فمن
775,فسطاط,واما,الكمام,كتاب,عن,سعيد,ابن
776,مصر,قصبه,هي,فالفسطاط,اخر,كتاب,عن
776,حسنه,مدينه,والفسطاط,حوقل,ابن,كتاب,عن
777,الي,تشوقت,بالقاهره,استقررت,ولما,سعيد,ابن
779,من,ممتدا,يكون,الذي,الجسر,حوقل,ابن
782,عدا,وما,تعالي,الله,شا,ان,الاخطاط
782,مصر,بمدينه,النيل,ساحل,ذكر,مصر,ساحل
784,بذلك,يعرف,الجرف,بستان,الله,رحمه,ملفه
784,الخلفا,مناظر,ذكر,عند,الصناعه,هذه,خبر
784,متصلا,به,يثق,من,به,اخبره,انه
784,قبلي,الذي,البستان,بين,الان,مصر,وباب
784,ذكره,الذي,الباب,وهذا,الله,رحمه,ملفه
785,قباله,من,البحر,هذا,علي,عمر,من
785,العالمه,بستان,من,الدور,هذه,ورا,ما
786,حله,قد,كان,لانه,بالعالمه,عرف,وانما
786,عمارته,قبل,كانت,الجديد,الجامع,بقعه,ان
787,يخرج,كان,مصر,خليج,ان,اعلم,المنشاه
788,هناك,فانشا,الجوامع,ذكر,عند,خبره,في
788,الحجر,خطه,من,الدار,هذه,كانت,ربيعه
788,جعل,الكتاب,هذا,من,البرك,ذكر,عند
790,المذكور,الباب,هذا,كان,الله,رحمه,ملفه
790,هذا,من,الكيمان,ذكر,في,الجارح,كوم
791,وقد,الكبش,خط,المذكوره,البركه,ويجاور,الكيمان
791,تعالي,الله,شا,ان,وياتي,الجبال,في
791,الطولوني,الجامع,خط,الكبش,خط,ويلي,الاخطاط
791,ابواب,مصر,لفسطاط,وكان,مصر,مدينه,ابواب
796,ان,الفاطميه,الدوله,ابتدا,وكان,الفاطميين,الخلفا
796,الحواني,خرب,قد,الشيعي,الله,عبد,لابي
796,قصدك,كان,اذا,فقالوا,بها,التعليم,اطلب
796,اذ,لذلك,فعجبوا,الاخيار,فج,يكون,اين
796,بكم,الا,سمي,وما,الاخيار,فج,هذا
799,وندعو,طاعته,نعتقد,كنا,بالذي,هذا,ما
799,ايه,لنا,فاظهر,المهدي,كنت,ان,له
799,له,فقالوا,تفعلوا,لا,الله,عبد,ابو
799,ابا,يعني,الحمار,صاحب,يصل,هنا,الي
799,ساعه,بها,الفواطم,لتعتصم,هذه,بنيت,انما
803,فقالوا,عنكم,صدر,الذي,الجواب,هذا,ما
803,تكونوا,ان,اريد,فهكذا,فيكم,الله,بارك
803,من,القاهره,سور,ذكر,عند,ترجمته,في
803,يجلس,اخوتك,او,اولادك,احد,معي,تترك
803,ان,واردت,ملكي,عن,عزلتني,جعفر,يا
815,من,فقام,الجوامع,ذكر,عند,خبره,في
818,وضعها,قبل,القاهره,موضع,عليه,كان,ما
823,الدوله,في,عليه,كانت,وما,القاهره,بنا
830,الدوله,استيلا,بعد,القاهره,اليه,صارت,ما
833,فظاهر,والجزيره,والجيزه,الفسطاط,امر,اقتصر,وقد
833,حلي,في,المعرب,كتاب,في,سعيد,ابن
833,عنها,شذ,من,تقهر,لانها,القاهره,وسميت
833,منها,اعظم,اسمها,المدينه,هذه,سعيد,ابن
838,من,كتبها,رساله,من,الحسين,الدين,زكي
843,بامام,المعروف,الشيرازي,محمد,الدين,جلال,العلامه
844,ووقت,القاهره,بقا,مده,في,قيل,ما
844,الطاي,العربي,بن,محمد,الدين,محيي,المعارف
844,والنيران,القاهره,عماره,بدايه,كانت,الشارح,هذا
844,سنه,وستون,واحدي,اربعماه,ومدتها,القاهره,فعمر
844,الجوزا,برج,زحل,نزل,واذا,الاصل,في
844,وستين,اربع,سنه,في,ذلك,كان,الشارح
844,فقال,هم,ما,الترك,عن,المعز,سل
845,كيزان,طبق,جانبه,الي,وكان,هكذا,يكون
845,قال,بعضا,بعضهم,يقتل,زوالهم,يكون,هكذا
845,خمس,سنه,في,العاشر,القران,اول,الشارح
845,سنه,وستين,واحدي,اربعماه,الاخر,الربع,في
845,يكون,الجدي,برج,في,والمريخ,زحل,قران
845,القاهره,احوال,فيه,تتضع,العاشر,القران,ان
846,عشره,تسع,سنه,في,القاهره,عمر,انها
846,عليه,هي,ما,علي,وشوارعها,القاهره,مسالك
855,كان,بالساحل,القاهره,عماره,فاتك,لما,الجوهر
858,من,واستخلف,المعز,مات,ولما,موضعه,في
858,فنزع,بالله,الا,قو,ولا,حول,لا
858,اثبت,محمد,ابا,يا,عندي,كنت,قد
873,بالقصر,كان,وما,والتحف,الذخار,كتاب,في
873,مثقال,الف,ثلاثين,الكبيره,الشمسيه,في,ان
873,محمد,بن,السلام,عبد,محمد,ابو,المرتضي
873,ولا,الملك,بمجلس,العام,الجلوس,في,هيتهم
873,الله,شا,ان,وسياتي,العام,اول,الركوب
876,من,الرابع,اليوم,كان,فاذا,الطوير,ابن
876,مده,لسماطه,رمضان,شهر,في,ينفق,ومبلغما
876,الله,عبيد,بن,الملك,عز,المختار,الامير
876,يحضرها,التي,الباطنه,الاسمطه,فاما,الطوير,ابن
878,والاضحي,الفطر,سماطي,في,ينفق,ما,ومبلغ
879,اكلت,ان,يداعبه,وهو,اسره,الذي,له
879,بن,الله,عبد,الدين,محيي,الريس,القاضي
879,عليه,الله,صلي,الله,رسول,مع,كنا
879,قالوا,انفسهم,من,بالممنين,اولي,اني,الستم
879,من,ممن,بكل,اولي,اني,تعلمون,الستم
879,وال,اللهم,مولاه,فعلي,مولاه,كنت,من
908,الليث,ابي,ابن,عند,الاموال,كثرت,ولما
908,نفقات,عن,خارجا,دينار,الف,سبعماه,انه
908,بالمال,تفرحني,شيخ,يا,الليث,ابي,لابن
908,ان,ايامك,الله,حاشا,لقد,نعمتك,وحق
908,سنه,في,الليث,ابي,ابن,وقتل,انتهي
908,الجيوش,ديوان,في,الخدمه,اما,الطوير,ابن
917,بل,المساحه,وقت,خرج,يكن,لم,من
917,ذلك,باحضار,الحافظ,الخليفه,امر,فحينذ,البته
918,باسبوع,يقتل,ان,قبل,قال,الامر,ان
921,من,طلبوا,الاتراك,ان,الذخار,كتاب,في
922,من,فاخرج,دريد,لابن,الجمهره,كتاب,عنده
922,برسم,التي,الخزان,عده,الذخار,كتاب,في
923,محرم,من,الاول,العشر,في,بمصر,وكنت
923,تبلغ,انها,بالكتب,خبره,له,من,لي
923,احد,في,كانت,الكتب,خزانه,الطوير,ابن
937,بنت,بوران,عليها,جليت,التي,الحصير,ان
941,من,قريبه,وهي,الفرش,خزانه,الطوير,ابن
941,والالات,السيوف,خزان,فاما,الذخار,كتاب,في
944,عده,القصر,خزان,من,اخرج,فيما,اخرج
944,خزان,من,اخرج,ما,جمله,في,اخرجنا
954,السلطان,وهب,ولما,والتحف,الذخار,كتاب,في
957,ابن,راس,هذا,الله,الا,اله,لا
957,امير,يا,عنهم,انت,اتنقل,السلطان,له
965,ولكنا,سرا,يبايع,لا,مثلنا,فقالا,بايعا
965,يتصرف,ان,احب,فمن,شيعتنا,خذلنا,قد
965,واليكم,الله,الي,معذره,انها,الناس,ايها
967,اخرج,الجوشن,ذي,بن,لشمر,زياد,ابن
973,القصر,لهذا,وكان,الشرقي,الكبير,القصر,ابواب
973,الله,لدين,المعز,عن,ط,ابي,ابن
973,الي,قدم,لما,المعز,ان,ميسر,ابن
973,جمل,كل,علي,جمل,خمسماه,كانت,غيره
973,عشره,ست,سنه,اخبار,في,المامون,ابن
976,وان,فيقول,وسلم,عليه,الله,صلي,النبي
978,مصنفه,سماه,رث,عتيق,كتاب,في,ورايت
978,ومن,القصر,ابواب,علي,التي,الطلسمات,فيه
980,ايام,ذاك,اذ,وكنت,القول,هذا,لهما
980,صلاح,السلطان,ان,الاخباريين,من,واحد,غير
980,سنه,وفي,تعالي,الله,شا,ان,المصلي
981,المنحر,الكبير,القصر,هذا,بجوار,وكان,المنحر
986,اهل,من,رجل,الا,عني,يبلغ,لا
986,القصر,هذا,بجوار,وكان,الكبري,الوزاره,دار
989,الرباط,ظهر,من,سقط,وقد,مره,رايت
990,وما,جاريهم,ومقدار,خلعهم,وهيه,الوزاره,رتبه
990,ابن,مات,فلما,الكتاب,هذا,من,الحارات
990,الوزرا,هلا,زي,من,وكان,الطوير,ابن
1002,الغربي,الحوانيت,هذه,وحد,وقفها,كتاب,في
1002,سنه,وهي,منها,شوال,وفي,المامون,ابن
1003,ابن,دار,انها,الحلبي,الشريف,السيد,لي
1003,جمال,بناها,وقد,الله,رحمه,والدي,لي
1003,عشره,سبع,سنه,غره,واسفرت,المامون,ابن
1014,الحافظ,خلافه,مده,في,تضرب,لم,انها
1014,الامر,يعني,الخليفه,باسم,يضرب,ما,وصار
1014,المذكوره,الوكاله,دار,كانت,الامريه,الوكاله,دار
1014,عشره,ست,سنه,شوال,في,المامون,ابن
1014,الكبير,القصر,شرقي,في,وكان,العيد,مصلي
1014,قال,بها,يتعلق,وما,العيد,صلاه,هيه
1026,هذا,الله,فان,خشوعا,الحاضرين,الي,مشيرا
1026,ولم,حاجتك,قضيب,حسبك,للشريف,قل,له
1026,المعتصم,وجعل,الاسلام,الله,عند,الدين,ان
1029,الاقبا,واما,الكتاب,هذا,من,والخطط,الحارات
1029,الشريفه,السيده,واهدت,والتحف,الذخار,كتاب,في
1029,الاخره,جمادي,مستهل,في,ماتت,حين,وخلفت
1030,ولدت,المسبحي,قال,مثاقيل,عشره,فيها,ان
1030,وخمسماه,عشره,ست,سنه,في,المامون,ابن
1030,الساباط,باب,وفي,قال,بالمنحر,كان,ما
1031,عبد,بن,محمد,الملك,عز,المختار,الامير
1031,من,جماعه,احضر,واربعماه,ثلاث,سنه,وفي
1036,عن,الموطا,في,مالك,خرج,الضيافه,دار
1036,ضيف,من,اول,السلام,عليه,ابراهيم,كان
1037,المرسلين,للقا,بالنيابه,المعروفه,الخدمه,الطوير,ابن
1039,الدار,السلسله,درب,بجوار,وكان,المامونيه,الدار
1041,الخليفه,لقصاد,ودفعه,شيا,سم,انه,عنه
1041,وخمسماه,عشره,سبع,سنه,في,المامون,ابن
1043,فانظر,الطارمه,اصطبل,ذكر,عند,الاصطبل,هذا
1047,رجب,مستهل,ليله,كانت,ولما,المامون,ابن
1047,من,فيها,وجددت,بهجتها,لدولتي,اعدت,قد
1049,جمادي,من,النصف,مضي,اذا,الطوير,ابن
1053,لانه,الوراق,مماتي,بن,الدين,علم,لي
1053,طرفا,له,ارضي,لا,الارض,مالك,يا
1053,من,يا,اثمت,عليه,يرد,عماره,الفقيه
1057,قال,الخليج,فتح,يوم,يعمل,كان,ما
1057,العزيز,ركوب,الكبير,تاريخه,في,المسبحي,الامير
1057,وخمسماه,عشره,ست,سنه,في,المامون,ابن
1057,الكبير,بالذراع,ذراع,واربعماه,ذراع,الف,الف
1059,وما,الوزير,لجهه,يكون,ما,ذلك,بعد
1059,وغيرهم,والحواشي,الاصحاب,من,لاحد,يكن,ولم
1060,راحه,برسم,السكره,منظره,في,المقصوره,وهيت
1060,في,به,الاهتمام,وقع,ما,جمله,ومن
1064,وتلوه,وحجابه,الباب,لمتولي,امامه,والترتيب,اولا
1066,الاسمطه,حكم,انقضي,ولما,ميزته,حكم,علي
1068,من,اخرج,مما,ان,الذخار,كتاب,في
1068,وتعالي,سبحانه,الله,اذن,اذا,الطوير,ابن
1077,الي,يعتمدونها,كانوا,انهم,المامونيه,للسيره,المرخ
1077,الله,دين,لاعزاز,الظاهر,عن,الطوير,ابن
1077,البر,في,العساكر,تجهيز,وذكر,المامون,ابن
1081,المحرم,يعني,الشهر,هذا,وفي,المامون,ابن
1082,هذا,الخليفه,يسمع,بحيث,للامرا,المامون,الوزير
1083,ما,الاساطيل,مراكب,جميع,وكانت,المامون,ابن
1083,ركب,ذراعا,عشر,سته,النيل,وفي,ولما
1083,ويقال,الجهاد,ديوان,في,الخدمه,الطوير,ابن
1083,والاجناد,بالاساطيل,احتفالهم,امورهم,اهم,من,وكان
1085,القاد,قرره,ما,جمله,ومن,المامون,ابن
1085,يشاهد,ما,الاسم,بهذا,يدعي,مجلس,القاد
1089,اخبار,واختفاه,مياح,ابن,طلب,في,وللناس
1089,ونعم,طراد,مقال,المصطفي,الامر,بلغوا,الا
1089,ساله,جواب,الابيات,بلغته,لما,الامر,الخليفه
1089,بحفظ,لله,الدعا,بعد,حاجه,لي,ما
1090,امل,لها,كان,ما,بنفسي,اعرف,انا
1090,خمسماه,عليه,وما,المداف,هذا,قيمه,ان
1091,بالمنظره,طاق,من,الله,باحكام,الامر,الخليفه
1091,فقال,خرقتي,اين,قال,مولانا,يا,لبيك
1091,في,الجواني,محمد,الله,عبد,ابو,الشريف
1092,شاعر,كل,راس,عند,ذلك,وكتب,الخركاه
1096,فاراقه,خمرا,المعادي,بعض,في,وجد,انه
1096,الله,باحكام,الامر,الخليفه,عن,الطوير,ابن
1096,علي,منافقون,انتم,الخليفه,حواشي,من,لجماعه
1098,الاخره,جمادي,في,كان,فلما,ميسر,ابن
1099,اعيادا,يتخذونها,الفاطميون,الخلفا,كان,التي,الايام
1099,يعمل,الذي,السماط,من,ويفرق,الضرب,دار
1100,يصل,وكان,فانظره,الحسيني,المشهد,ذكر,عند
1101,وتفضيله,تشريفه,من,به,الله,خصه,ما
1101,القضاه,كان,النقط,كتاب,في,الجواني,الشريف
1101,الايام,من,جاريه,العاده,وكانت,المامون,ابن
1102,بركوب,اهتم,شعبان,انقضي,فاذا,الطوير,ابن
1102,سحور,القصر,من,الذهب,قاعه,في,السماط
1102,وجلوس,رمضان,اسمطه,ذكر,وقد,المامون,ابن
1102,للوعاظ,المخاد,وقدمت,بالدعا,وختموا,السحور,فضال
1103,من,والعشرون,التاسع,كان,ولما,المامون,ابن
1103,القوم,ان,اعلم,الشهور,اول,في,مذاهبهم
1103,لاجل,ناجمه,نجمت,الهجره,من,سنين,وفي
1112,القصر,من,خرج,انه,يحدس,ما,ومقدار
1112,بخط,وجدت,اليغموري,يوسف,الدين,جمال,الحافظ
1113,شهر,سادس,الاثنين,يوم,وفي,الفاضل,القاضي
1114,عليه,استولي,قد,الغربي,القصر,ان,وذكر
1114,بدار,الذريه,هذه,من,بقي,من,وعدد
1114,وخمسماه,وثمانين,ثمان,سنه,الاخره,جمادي,وفي
1115,الرحيم,الرحمن,الله,بسم,وظواهرها,القاهره,حارات
1115,حارات,عده,وظواهرها,وبالقاهره,القوم,منزل,والمحله
1115,جوهرا,الخلافه,متمن,ان,وسببها,العبيد,واقعه
1120,وبين,وبينهم,ليلا,اموالهم,وبين,بينهم,احول
1120,اقتتلت,وفيها,وخمسماه,وتسعين,اربع,سنه,في
1120,اسمه,من,المصريه,الدوله,في,اعلم,لا
1120,صاحب,ومحمود,محمود,اسمه,ان,القفطي,ابن
1125,ابي,بن,محمد,بن,الله,عبد,فيه
1125,مقداره,علي,اهبه,سفر,لكل,مولاي,يا
1125,فقال,القراصيا,لاكل,بدمشق,التفرج,اريد,اني
1127,به,ارفق,وانا,لحيته,اغسل,والله,كنت
1136,واركبه,اليه,ادعوكم,كنت,الذي,المهدي,هذا
1138,المعروفه,الحاره,برقه,اهل,من,جماعه,واختطت
1138,الصالح,ان,وذلك,ضرغام,ووزاره,البرقيه,الامرا
1140,سيفا,صار,الوزاره,جنك,اري,عماره,الفقيه
1142,الحسن,ابن,الجواني,اسعد,بن,محمد,الشريف
1142,حين,الي,ببغداد,ملفه,اجداد,تزل,ولم
1144,عليه,الله,صلوات,مولانا,عبيد,كلنا,لهم
1148,فابي,مشرب,او,بماكل,امره,اكفني,لطبيبه
1148,مقصودك,وبلغت,الفرصه,امكنتك,قد,مولاي,يا
1149,الارمني,يانس,الجيوش,ناصر,الفتح,ابي,وزاره
1156,في,الاماكن,تلك,علي,استولي,الخراب,وكان
1156,والمستخدمون,بالقاهره,المتعيشون,صار,حتي,ذلك,وعمر
1157,بطافه,عرفت,الحسينيه,حاره,ومنتزهاتهم,الخلفا,مناظر
1157,من,الناس,خوف,واشتد,الاخر,ربيع,في
1158,علي,الاسواق,اهل,وخرج,الاخره,جمادي,في
1163,ما,ذكر,تقدم,قد,وظواهرها,القاهره,اخطاط
1163,وثمانين,سبع,سنه,متجددات,في,الفاضل,القاضي
1166,ولست,الاخشيد,سيره,كتاب,في,زولاق,ابن
1166,في,شرع,ولقد,الدما,سفك,يكره,وكان
1166,مقرعه,عشره,خمس,وضرب,فبطح,ابطحوه,خذوه
1166,كافور,له,فقال,يتشاطر,ذا,هو,الاخشيد
1166,للكندي,مصر,امرا,كتاب,تتمه,كتاب,في
1166,الثلاثا,يوم,يعني,اليوم,هذا,غد,وفي
1168,الدين,نجم,يعني,الصالح,الملك,السلطان,وامر
1168,مثقوب,خصيا,اسود,عبدا,كان,الاخشيدي,كافور
1174,او,الجبان,حانوت,علي,يقفان,كانا,انهما
1174,الاخر,وقلب,بطيخه,احدنا,قلب,وقفنا,فاذا
1175,ما,اول,محمد,الدين,محب,ابنه,لي
1179,الاموال,جمع,تثر,كنت,ان,مولانا,يا
1179,الامر,بهذا,يقوم,ومن,ويحك,الحاكم,له
1179,فقال,العداس,بن,عمر,بن,علي,عبدك
1179,الله,معاذ,فقال,نفسك,وقتلت,قتلتني,ويحك
1179,وتقدح,تذيني,كم,هذا,يا,فهد,له
1179,عند,يذيني,ولا,يقدح,ما,والله,العداس
1179,صاحبه,يذي,من,علي,الله,سلط,فهد
1179,فقتل,تمهله,ولا,ذلك,وعجل,امين,العداس
1184,في,بقي,فما,اليوم,اما,المنصور,له
1184,له,خوند,يا,والله,طرنطاي,فقال,صدق
1184,والله,بهذا,تتكلم,ان,اياك,ويلك,له
1189,ايبك,بن,خليل,الدين,صلاح,المرخ,الاديب
1189,رهان,فيه,والناس,قوله,سمعنا,وما,الزمان
